component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
periyar_vaigai_mini_i_hydro_project__unit_01,301.0,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_i_hydro_project__unit_02,302.0,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_ii_hydro_project__unit_01,303.0,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_ii_hydro_project__unit_02,304.0,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_iii_hydro_project__unit_01,305.0,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_iii_hydro_project__unit_02,306.0,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_iv_hydro_project__unit_01,307.0,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
periyar_vaigai_mini_iv_hydro_project__unit_02,308.0,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
perunchani_small_hydro_project__unit_01,309.0,Small-Hydro,Perunchani Small Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,0.65,1.0,0.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
perunchani_small_hydro_project__unit_02,310.0,Small-Hydro,Perunchani Small Hydro Project,Kanniyakumari,Kanniyakumari,Tirunelveli,0.65,1.0,0.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
punachi_small_hydro_project__unit_01,311.0,Small-Hydro,Punachi Small Hydro Project,Coimbatore,Coimbatore,Coimbatore,1.0,1.0,1.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
punachi_small_hydro_project__unit_02,312.0,Small-Hydro,Punachi Small Hydro Project,Coimbatore,Coimbatore,Coimbatore,1.0,1.0,1.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
pykara_micro_power_house__unit_01,313.0,Small-Hydro,Pykara Micro Power House,Nilgiris,The Nilgiris,Coimbatore,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
sathanur_small_hydro_project__unit_01,314.0,Small-Hydro,Sathanur Small Hydro Project,Tiruvannamalai,Tiruvannamalai,Villupuram,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
servalar_small_hydro_project__unit_01,315.0,Small-Hydro,Servalar Small Hydro Project,Tirunelveli,Tirunelveli,Tirunelveli,20.0,1.0,20.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
sholayar_ii_power_house__unit_01,316.0,Small-Hydro,Sholayar II Power House,Coimbatore,Coimbatore,Coimbatore,25.0,1.0,25.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_small_hydro_project_bunched__aggregate_01,317.0,Small-Hydro,Tamil Nadu Small Hydro Project Bunched,Location TBC,Madurai,Madurai,0.35,1.0,0.35,Capacity-and-technology match to Tuklapatti canal-drop small hydro project,https://www.nsenergybusiness.com/news/newstamil-nadu-to-consider-small-hydro-in-india/,Medium,The generic 0.35 MW bunched entry is matched to the 350 kW Tuklapatti project reported in Madurai; confirm if a plant identifier becomes available.
thirumurthy_mini_hydel_project__unit_01,318.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tiruppur,Tiruppur,Coimbatore,0.65,1.0,0.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
thirumurthy_mini_hydel_project__unit_02,319.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tiruppur,Tiruppur,Coimbatore,0.65,1.0,0.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
thirumurthy_mini_hydel_project__unit_03,320.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tiruppur,Tiruppur,Coimbatore,0.65,1.0,0.65,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
vaigai_hydro_power_project__unit_01,321.0,Small-Hydro,Vaigai Hydro Power Project,Kanniyakumari,Kanniyakumari,Tirunelveli,3.0,1.0,3.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
vaigai_hydro_power_project__unit_02,322.0,Small-Hydro,Vaigai Hydro Power Project,Theni,Theni,Madurai,3.0,1.0,3.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
additional_2026_07__diesel_samayanallur__unit_01,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_02,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_03,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_04,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_05,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_06,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samayanallur__unit_07,,Diesel,"Madurai P, Samayanallur DG",Madurai,Madurai,Madurai,106.0,0.14285714285714285,15.142857142857142,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,CEA unit-level total is 106.001 MW; 106.00 MW is used to reconcile to the rounded July 2026 state total. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_01,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_02,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_03,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_04,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_05,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_06,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__diesel_samalpatti__unit_07,,Diesel,"Samalpati, Samalpatti DG",Krishnagiri,Krishnagiri,Vellore,105.7,0.14285714285714285,15.1,Plant location from CEA station list,CEA List of Power Stations as on 31.03.2025,High,District confirmed by the Krishnagiri district government. Diesel operating assumptions use the model oil-and-gas UC defaults.
additional_2026_07__solar_swelect_tiruvannamalai,,Solar,SWELECT AAI solar project,Tiruvannamalai,Tiruvannamalai,Villupuram,5.0,1.0,5.0,Project-level commissioning disclosure,NSE filing SWELECTES 02.05.2026,High,Commissioned at Perumpoondi and Nedumpirai villages in Tiruvannamalai district.
additional_2026_07__solar_orient_tiruvannamalai,,Solar,Orient Green solar project,Tiruvannamalai,Tiruvannamalai,Villupuram,17.6,1.0,17.6,Company annual-report commissioning disclosure,Orient Green Power Annual Report 2025-26,Medium,Reported as commissioned in Q1 FY2026-27; included in the July 2026 capacity overlay.
additional_2026_07__solar_residual_ariyalur,,Solar,Post-April 2026 ground-mounted solar residual,Ariyalur,Ariyalur,Trichy,0.41591556,1.0,0.41591556,Scaled existing unspecified-utility solar allocation weight,Validated workbook Solar District Evidence,Low,Temporary district proxy pending a district-level commissioning register.
